Title,Artist,Nationality,Gender,Year,Medium,Classification
FitBit Prototype: Soft Microfluidic Lab on the Skin,John A. Rogers,(American),(Male),2018,"Silicone polymer, colormetric chemical reagents",Design
Jumpsuit Specimen,"Richard Malone, Richard Malone",(Irish) (Irish),(Male) (),2018,"Recycled acrylic knit, plastic boning",Design
Coplanal,Carmelo Arden Quin,(Uruguayan),(Male),2018,Oil on wood,Painting
Jagmandir: Water Palace at Udaipur,Colin Murray,(British),(Male),2018,Albumen silver print from wet-collodion glass negative,Photograph
Long Live the First of May,Ekaterina Zernova,(Russian),(Female),2018,Lithograph,Design
Violence inflicted by force must be fought off with force (Gwalt zadawany sitq musi byå_ sitq odparty) (Poster for OZN [Camp of National Unity]),Henryk Tomaszewski,(Polish),(Male),2018,Lithograph,Design
"Exhibition of the Technical Schools of Applied Arts of Bavaria (Gewerbliche Fachschulen Bayerns Ausstellung) (Poster for an exhibition at the Kunstgewerbemuseum, Z_rich)",Paul Renner,(German),(Male),2018,Lithograph,Design
"Women Workers & Shockworkers! Strengthen the Shock Brigade, Master Technology and Increase the Ranks of Proletarian Specialists (Rabotnitsy-udarnitsy, krepite udarnye brigady, ovladevaite tekhnikoi, uvelichlvaite kadry proletarskikh spetsialistov)",Valentina Kulagina,(Russian),(Female),2018,Lithograph and intaglio,Design
Untitled from: Ogiz-lzogiz (Combined State Publishing Houses),Natalia Pinus-Bucharova,(Russian),(Female),2018,Lithograph,Design
The Fire That Doesn‰Û_ Go Out (Het Vuur dat niet wordt uitgeblust) (Advertisement),FrÌ© Cohen,(Dutch),(Female),2018,Lithograph,Design
"Designs for a mural in the mechanical engineering pavilion at the All Russian Exhibition of Agriculture, Crafts, and Industry, Moscow, Study for a Design for a Mechanical Engineering Pavilion (First All Russian Agricultural & Trade Exhibition, Moscow)",Alexandra Exter,(Russian),(Female),2018,"Gouache, cut-and-pasted printed or painted papers, pencil, and ink on paper",Work on Paper
The First Exhibition of Contemporary Architecture (Pervaia vystavka SA),Aleksei Gan,(Russian),(Male),2018,Letterpress,Design
"Despite the efforts of the enemies throughout the world over the last three years, the Revolution proceeds by giant strides!",Vladimir Kozlinskii,(Russian),(Male),2018,Linocut,Design
The Konstadt card is beaten!,Vladimir Kozlinskii,(Russian),(Male),2018,Linocut with watercolor additions,Print
Five Minutes (Pyat Minut) (Poster for the film by Alexander Balagin and Georgi Zelondzhev-Shipov),Nikolai Prusakov,(Russian),(Male),2018,Lithograph,Design
Dobrolet (Poster for a Russian state airline),Aleksandr Rodchenko,(Russian),(Male),2018,Lithograph,Design
Toledo Berkel (Advertisement for Toledo Berkel scales),Paul (Geert Paul Hendrikus) Schuitema,(Dutch),(Male),2018,Letterpress,Design
What is Dada? (Wat is Dada?),Theo van Doesburg (Christian Emil Marie K_pper),(Dutch),(Male),2018,"Letterpress

",Design
"Saws, drills, files (Zagen boren vijlen) (Advertisement for Vickers House)",Piet Zwart,(Dutch),(Male),2018,Letterpress,Design
Vertex (Poster for a lighting company),Lucian Bernhard,(American),(Male),2018,Lithograph,Design
Merz no. 14/15:  The Scarecrow (Die Scheuche),"Kurt Schwitters, Kate Steinitz, Theo van Doesburg (Christian Emil Marie K_pper)",(German) (American) (Dutch),(Male) (Female) (Male),2018,"Letterpress

",Design
"The Time, the Energy, the Will",Nikolai Sedelnikov,(Russian),(Male),2018,"Gouache, cut-and-pasted papers, and ink on paper",Drawing
Delft Salad Oil (Delftsche Slaolie),Bart Van Der Leck,(Dutch),(Male),2018,Gouache and pencil on paper,Drawing
Chorus Girls II,Francesco Cangiullo,(Italian),(Male),2018,"Ink on graph paper

",Drawing
"Fotomontage at the Staatliche Kunstbibliothek (Catalogue for an exhibition at the State Museum, Berlin, April 25 to May 31, 1931)",CÌ©sar Domela-Nieuwenhuis,(Dutch),(Male),2018,Letterpress and lithograph,Design
"Designs for a mural in the mechanical engineering pavilion at the All Russian Exhibition of Agriculture, Crafts, and Industry, Moscow, Design for Mechanical Engineering Pavilion",Alexandra Exter,(Russian),(Female),2018,Gouache and pencil on paper,Drawing
November Group Artist Festival (K_nstlerfest der Novembergruppe),Moriz Melzer,(German),(Male),2018,"Gouache on paper

",Drawing
Let‰Û_ Transform Moscow into a Model Socialist City of the Proletarian State (PrevatiíÅm MoskvuíÅ obraztsoíÅvyi sotsialistiíÅcheskiy goíÅrod proletarskogo gosudarstva),Aleksandr Deineka,(Russian),(Male),2018,"Lithograph

",Design
"The Next Call, No.7",Hendrik Nicolaas Werkman,(Dutch),(Male),2018,"Letterpress

",Design
The House of Fading Cups (Duí_m mizejiíÅciíÅch pohaíÅruí_),Josef Hesoun,(Czech),(Male),2018,Photomontage,Drawing
Vienna to Budapest,AladÌÁr Richter,(Hungarian),(Male),2018,Lithograph,Design
Amaro Cora (Maquette for billboard),Nikolay Diulgheroff,(Bulgarian),(Male),2018,Lithograph,Design
Bauhaus Exhibition (Staatliches Bauhaus Ausstellung),Herbert Bayer,(American),(Male),2018,"Gouache, ink, and pencil on paper",Drawing
Composition,Franceska Clausen,(Danish),(Female),2018,Gouache on paper,Drawing
Stock Exchange (Muuu Effektenb_rse),Erich Comeriner,(German),(Male),2018,Cut-and-pasted printed papers on printed paper,Drawing
Prostna cvice ni muza. Paris-Praha (Liebesuebungen fuer Maenner),Raoul Hausmann,(German),(Male),2018,Watercolor and pencil on paper,Drawing
"International Hygiene Exhibition, Dresden (Internationale Hygiene Ausstellung), Original maquette for poster",Erich Mrozek,(German),(Male),2018,Gouache on paper,Drawing
Ten Years without Lenin (10 let bez Lenina),Mikhail Razulevich,(Russian),(Male),2018,Letterpress and relief halftone on paper,Print
Ten Years without Lenin (10 let bez Lenina),Mikhail Razulevich,(Russian),(Male),2018,"Cut-and-pasted paper, gelatin silver prints, and printed papers with gouache and pencil, on painted paper",Drawing
"History of the Communist Party, no. 23 (Lithograph on paper, one of 25)",Aleksandr Rodchenko,(Russian),(Male),2018,"Lithograph on paper, one of 25

",Design
Opel Day: Big Parade of Flower Cars (Opel-Tag: Grosser Auto Blumen Korso),Kurt Schwitters,(German),(Male),2018,Lithograph,Design
Poster Design for the Central Committee Personnel at the Fourth Party Congress,Elena Vladimirovna Semenova,(Russian),(Female),2018,"Gouache, ink and metallic paint on board",Drawing
The End of the Squadron,Solomon Telingater,(Russian),(Male),2018,"Gouache, cut-and-pasted gelatin silver prints, colored papers, ink, and pencil on paper",Drawing
"Exhibition of the School of Arts and Crafts, Bielefeld",Georg Trump,(German),(Male),2018,Gelatin silver print with cut-and-pasted painted paper,Drawing
Plan Sotsialisticheskogo nastupleniya [‰Û_lan for Socialist Offensive‰Ûù],Gustav Klutsis,(Latvian),(Male),2018,"Cut-and-pasted gelatin silver prints and printed papers with gouache, on paper",Drawing
Anti-Imperialist Exhibition - maquette for poster,Gustav Klutsis,(Latvian),(Male),2018,"Photo collage with vintage gelatin silver prints, gouache & pencil on paper

",Drawing
Sweet Thang (Lynn Jenkins),Barkley L. Hendricks,(American),(Male),2018,Oil on canvas,Painting
Veronica's Horror,Em Rooney,(American),(Gender unknow),2018,"Steel, book, and hand-colored gelatin silver print",Photograph
Untitled,Alois Lichtsteiner,(Swiss),(Male),2018,Monotype,Print
Evening (Le Soir),Thomas Huber,(Swiss),(Male),2018,Aquatint,Print
White Ratios (Weisse Verh_ltnisse),Thomas Huber,(Swiss),(Male),2018,Aquatint,Print
"Book jackets, exhibition catalogues, brochures and other printed ephemera",Elaine Lustig Cohen,(American),(Female),2018,Various,Design
"Running Fence (Project for Sonoma County and Marin County, State of California)",Christo,(American),(Male),2018,"Pencil, charcoal, crayon, acrylic, ballpoint pen, pressure-sensitive tape, staples, cut-and-pasted printed papers, board, and fabric on board",Drawing
High Noon,Sam Contis,(American),(Female),2018,Pigmented inkjet print,Photograph
Embrace,Sam Contis,(American),(Female),2018,Gelatin silver print,Photograph
Junction,Sam Contis,(American),(Female),2018,Gelatin silver print,Photograph
Echo,Sam Contis,(American),(Female),2018,Gelatin silver print,Photograph
"Suit (Yohji Yamamoto pour homme, Autumn/Winter 2014/15)","Yohji Yamamoto, Yohji Yamamoto",(Japanese) (Japanese),(Male) (),2018,"Polyester, cotton, nylon, polyester, rayon, wool, leather",Design
Oil,Sam Contis,(American),(Female),2018,Pigmented inkjet print,Photograph
Denim Dress,Sam Contis,(American),(Female),2018,Pigmented inkjet print,Photograph
"Theatre, or Cave",Sofia Borges,(Brazilian),(Female),2018,"UV-printed wallpaper, printed 2018",Photograph
Yellow Chalk,Sofia Borges,(Brazilian),(Female),2018,Pigmented inkjet print,Photograph
Cargo Cults: Head Bundle,Stephanie Syjuco,(American),(Female),2018,Pigmented inkjet print,Photograph
Cargo Cults: Cover-Up,Stephanie Syjuco,(American),(Female),2018,Pigmented inkjet print,Photograph
Cargo Cults: Java Bunny,Stephanie Syjuco,(American),(Female),2018,Pigmented inkjet print,Photograph
Cargo Cults: Basket Woman,Stephanie Syjuco,(American),(Female),2018,Pigmented inkjet print,Photograph
Mask in Reverse,Matthew Connors,(American),(Male),2018,Pigmented inkjet print,Photograph
My Birth,Carmen Winant,(American),(Gender unknow),2018,"Approx. 2,000 found papers and photographic prints with tape",Photograph
The Council,Adelita Husni-Bey,(Italian),(Gender unknow),2018,Chromogenic color print,Photograph
"New York, New York",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"New York, New York, 1974",Stephen Shore,(American),(Male),2018,Stereo slide,Photograph
"""Money Manicure"" artificial nails",Bernadette Thompson,(American),(Female),2018,"Acrylic nail tip, acrylic paint, imitation paper money, 3D acrylics, imitation pearl, rhinestone, plastic, and metal",Design
Baseball cap,"New Era Cap Co., Inc",(American),(Gender unknow),2018,Wool and cotton,Design
"Painting, Brain and Face",Sofia Borges,(Brazilian),(Female),2018,Pigmented inkjet print,Photograph
Before Plato's Cave,Sofia Borges,(Brazilian),(Female),2018,Pigmented inkjet print,Photograph
Applicant Photos (Migrants) #1,Stephanie Syjuco,(American),(Female),2018,Pigmented inkjet print,Photograph
Applicant Photos (Migrants) #2,Stephanie Syjuco,(American),(Female),2018,Pigmented inkjet print,Photograph
Applicant Photos (Migrants) #3,Stephanie Syjuco,(American),(Female),2018,Pigmented inkjet print,Photograph
REX Lounge Chairs,Niko Kralj,(Slovenian),(Male),2018,Wood,Design
"Untitled from the series Figur I, Figur II",Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
"Untitled from the series Figur I, Figur II",Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
Untitled from the series Gesellschaft beginnt mit drei,Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
Untitled from the series Gesellschaft beginnt mit drei,Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
Untitled from the series Gesellschaft beginnt mit drei,Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
Untitled from the series Gesellschaft beginnt mit drei,Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
Untitled from the series Gesellschaft beginnt mit drei,Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
Untitled from the series Gesellschaft beginnt mit drei,Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
Untitled from the series Gesellschaft beginnt mit drei,Andrzej Steinbach,(German),(Gender unknow),2018,Pigmented inkjet print,Photograph
"XXXI, FROWST",Joanna Piotrowska,(Polish),(Female),2018,Gelatin silver print,Photograph
"XXXIII, FROWST",Joanna Piotrowska,(Polish),(Female),2018,Gelatin silver print,Photograph
Island Tunnel,Robert Smithson,(American),(Male),2018,Ink and felt-tip pen on paper,Drawing
El mar la mar,"J.P. Sniadecki, Joshua Bonnetta",(American) (Canadian),(Male) (Male),2018,"Digital cinema (color, sound)",Video
Dream Journal 2016-2017,Jon Rafman,(Canadian),(Male),2018,"Video (color, sound)",Installation
After Oil,"Rania Ghosn, El Hadi Jazairi",(Lebanese) (Algerian),(Female) (Male),2018,Inkjet print on canvas,Architecture
Maebel,Toyin Ojih Odutola,(American),(Female),2018,"Ballpoint pen, marker, and paint on paper",Drawing
My Left Hand (study),Toyin Ojih Odutola,(American),(Female),2018,"Ballpoint pen, marker, and varnish on paper",Drawing
Evidence,Toyin Ojih Odutola,(American),(Female),2018,"Pastel, charcoal, and pencil on paper",Drawing
La Prose du TranssibÌ©rien et de la Petite Jehanne de France (Prose of the Trans-Siberian and of Little Joan of France),Sonia Delaunay-Terk,(French),(Female),2018,Illustrated book with pochoir and hand-painted parchment wrapper,Illustrated Book
DS 23 sedan,"Flaminio Bertoni, AndrÌ© LefÌ¬bvre, Paul MagÌ¬s, Robert Opron",(Italian) (French) (French) (French),(Male) (Male) (Male) (Male),2018,Steel body with fiberglass top,Design
K67 Kiosk,SaÅ_ Janez M_chtig,(Yugoslav),(Male),2018,"Reinforced polyfiber, steel, glass",Architecture
Mimesis as Resistance,Kader Attia,(French),(Male),2018,"Video (color, sound; 2:18 min.) and cabinet of thirty-nine offset prints on paper, one silver gelatin print, four illustrated books, and three bird's nests",Installation
Movie-Drome,Stan VanDerBeek,(American),(Male),2018,"Dome theater with three 16mm films (black and white and color, sound), 320 black and white and color 35mm slides, four 16mm slide projectors, and sound",Installation
Untitled,Silvia B_chli,(Swiss),(Female),2018,Gouache on paper in artist's frame,Drawing
Untitled,Silvia B_chli,(Swiss),(Female),2018,Gouache on paper,Drawing
Untitled,Silvia B_chli,(Swiss),(Female),2018,Gouache on paper,Drawing
Untitled,Silvia B_chli,(Swiss),(Female),2018,Gouache on paper,Drawing
no title (torso),Silvia B_chli,(Swiss),(Female),2018,Gouache on paper,Drawing
Elemental,Sandra VÌÁsquez de la Horra,(Chilean),(Female),2018,Pencil and wax on paper,Drawing
National Hero (El Heroe nacional),Sandra VÌÁsquez de la Horra,(Chilean),(Female),2018,Pencil and wax on paper,Drawing
A Mounatin Called Desire (Una MontaÌ±a llamada deseo),Sandra VÌÁsquez de la Horra,(Chilean),(Female),2018,Pencil and wax on paper,Drawing
Warrior (Guerrero),Sandra VÌÁsquez de la Horra,(Chilean),(Female),2018,Pencil and wax on paper,Drawing
The Burning of the Cathars (La Quema de los CÌÁtaros),Sandra VÌÁsquez de la Horra,(Chilean),(Female),2018,Pencil and wax on paper,Drawing
Self Portrait with Paintings in Tow,Nicole Eisenman,(American),(Female),2018,Colored ink on paper,Drawing
White Bag,Rachel Harrison,(American),(Female),2018,"Ink, pencil, and cut-and-pasted chromogenic color print on paper",Drawing
Turb-in-motion,Shahzia Sikander,(Pakistani),(Female),2018,"Ink and gouache on prepared paper, mounted on board",Drawing
Somewhere through although sometimes,Amy Sillman,(American),(Female),2018,Gouache on paper,Drawing
Untitled,Rosemarie Trockel,(German),(Female),2018,Watercolor on paper,Drawing
Drawstring Skirts,Andrea Zittel,(American),(Female),2018,Gouache on paper,Drawing
A Valentine out of Season,John Cage,(American),(Male),2018,"Ink, colored pencil, and tape on nine sheets of paper and cut paper",Drawing
Aeon,Merce Cunningham,(American),(Male),2018,"Ink and colored pencil on three sheets of notebook paper, mounted and matted, and typewriting on paper",Drawing
Desert Walk / Walls in the Desert,Walter De Maria,(American),(Male),2018,Pencil and colored pencil on six sheets of paper,Drawing
The Sailor's Song ‰Û_Miss X in the Alabamah Coons (La Chanson du matelot),Henri de Toulouse-Lautrec,(French),(Male),2018,Lithograph,Print
"Wrapping paper for Anger Management pop-up shop, Brooklyn Museum (Unhinged)",Louise Lawler,(American),(Female),2018,Offset lithograph,Print
"Wrapping paper for Anger Management pop-up shop, Brooklyn Museum (Unnerved)",Louise Lawler,(American),(Female),2018,Offset lithograph,Print
Woman with Dead Child (Frau mit totem Kind),K_the Kollwitz,(German),(Female),2018,Etching with chine collÌ©,Print
"Boy and H, Harlem, New York",Louis Draper,(American),(Male),2018,Gelatin silver print,Photograph
"Untitled, New York",Louis Draper,(American),(Male),2018,Gelatin silver print,Photograph
"Untitled, Harlem, New York",Louis Draper,(American),(Male),2018,Gelatin silver print,Photograph
"Black Panthers hold Free Huey signs at a rally at the Alameda County Courthouse where Black Panther Minister of Defense, Huey P. Newton, is on trial for killing an Oakland policeman, Oakland, California",Stephen Shames,(American),(Male),2018,"Gelatin silver print, printed 2006",Photograph
"The window of Black Panther Party National Headquarters at Grove and Forty-fifth Streets in Oakland after shots were fired by police following Huey P. Newton‰Û_ murder trial verdict, Oakland, California",Stephen Shames,(American),(Male),2018,"Gelatin silver print, printed 2016",Photograph
"Children at a Free Huey, Free Bobby rally in front of the Federal Building, San Francisco, California",Stephen Shames,(American),(Male),2018,"Gelatin silver print, printed 2016",Photograph
"Black Panther children in a classroom at the Intercommunal Youth Institute, the Black Panther school, Oakland, California",Stephen Shames,(American),(Male),2018,"Gelatin silver print, printed 2006",Photograph
"Maynard Jackson (the first African-American Southern Mayor) and Vernon Jordan on the Television, New York, NY",Ming Smith,(American),(Female),2018,Gelatin silver print,Photograph
"Mother and Child, Harlem, NY",Ming Smith,(American),(Female),2018,Gelatin silver print,Photograph
"Young Girl in Front of Truck, 120th Street, Harlem, NY",Shawn W. Walker,(American),(Male),2018,Gelatin silver print,Photograph
"Two Girls, 117th Street, Harlem, NY",Shawn W. Walker,(American),(Male),2018,Gelatin silver print,Photograph
Untitled,Shigeru Onishi,(Japanese),(male),2018,Gelatin silver print,Photograph
"Wire Loop, France",Eugene Estanave,(French),(male),2018,Autostereoscopic image on gelatin silver glass plate,Photograph
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India",Raj Rewal,(Indian),(Male),2018,Wood,Architecture
"Parliament Library, New Delhi, India (Structural model for the roof)",Raj Rewal,(Indian),(Male),2018,"model, wire",Architecture
"Asian Games Village, New Delhi, India",Raj Rewal,(Indian),(Male),2018,wood model,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,model,Architecture
Untitled,Raj Rewal,(Indian),(Male),2018,Ink on paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Plan sketch)",Raj Rewal,(Indian),(Male),2018,Pencil on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Plan and elevation sketch)",Raj Rewal,(Indian),(Male),2018,Pencil on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Sketch of structure)",Raj Rewal,(Indian),(Male),2018,Ink and pencil on vellum,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Interior perspective sketch)",Raj Rewal,(Indian),(Male),2018,"Ink, marker, and graphite on vellum",Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Sketches)",Raj Rewal,(Indian),(Male),2018,Ink on vellum,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Elevations)",Raj Rewal,(Indian),(Male),2018,presentation drawing,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Sections)",Raj Rewal,(Indian),(Male),2018,presentation drawing,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Layout plan)",Raj Rewal,(Indian),(Male),2018,presentation drawing,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Ground floor plan)",Raj Rewal,(Indian),(Male),2018,presentation drawing,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Ground floor plan)",Raj Rewal,(Indian),(Male),2018,presentation drawing,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Elevation)",Raj Rewal,(Indian),(Male),2018,working drawing on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Details)",Raj Rewal,(Indian),(Male),2018,working drawing on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Sections and plans)",Raj Rewal,(Indian),(Male),2018,working drawing on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Elevations)",Raj Rewal,(Indian),(Male),2018,working drawing on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Elevation)",Raj Rewal,(Indian),(Male),2018,working drawing on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Elevations and sections)",Raj Rewal,(Indian),(Male),2018,working drawing on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Plan)",Raj Rewal,(Indian),(Male),2018,working drawing on tracing paper,Architecture
"Pragati Maidan: Hall of Nations and Hall of Industries for the India International Trade Fair, New Delhi, India (Sections)",Raj Rewal,(Indian),(Male),2018,working drawing on tracing paper,Architecture
"Parliament Library, New Delhi, India (Structural model for the roof)",Raj Rewal,(Indian),(Male),2018,"model, wire",Architecture
"Parliament Library, New Delhi, India (Structural model for the roof)",Raj Rewal,(Indian),(Male),2018,"model, wire",Architecture
"Parliament Library, New Delhi, India",Raj Rewal,(Indian),(Male),2018,"model, wood and paper(?)",Architecture
"Asian Games Village, New Delhi, India (Site plan)",Raj Rewal,(Indian),(Male),2018,drawing on tracing paper,Architecture
"Asian Games Village, New Delhi, India (Perspective)",Raj Rewal,(Indian),(Male),2018,drawing on tracing paper,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,drawing on tracing paper,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,drawing on tracing paper,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,drawing on tracing paper,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,drawing on tracing paper,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,drawing on tracing paper,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,Gelatin silver print,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,Gelatin silver print,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,Gelatin silver print,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,Gelatin silver print,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,Gelatin silver print,Architecture
"French Embassy Staff Quarters, New Delhi, India",Raj Rewal,(Indian),(Male),2018,Gelatin silver print,Architecture
Untitled,Raj Rewal,(Indian),(Male),2018,Ink on paper,Architecture
Brenda,Richard Misrach,(American),(Male),2018,Gelatin silver print,Photograph
Christ's Entry into Journalism,Kara Walker,(American),(Female),2018,"Ink and pencil on paper, cut-and-pasted on painted paper",Drawing
Hooded Sweatshirt (model #VC178012),Champion,(American),(Gender unknow),2018,"Cotton, acrylic, and viscose rayon",Design
Untitled,James Lee Byars,(American),(Male),2018,Ink on Japanese paper mounted on paper,Drawing
The Andy and Edie Show at Limelight,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
Dali & Gala's Mad Tea Party at Limelight,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
June Brides at Limelight,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
Love Letters to Fiorucci at Limelight,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
Mermaids on Heroin at Danceteria,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
The Mega-Star book signing at Fiorucci,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
Halloween at Limelight,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
Disco Hospital at Limelight,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
Fellini Party at Limelight,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
Fiorucci Classic Nouveau,Courtney Harmel,(American),(Female),2018,"Video (color, sound)",Video
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
It Began as a Military Experiment,Trevor Paglen,(American),(Male),2018,Ten pigmented inkjet prints,Photograph
Plate 36 from the chapter The muscles of Joy and Benevolence,"Guillaume-Benjamin-Armand Duchenne de Boulogne, Adrien Tournachon",(French) (French),(Male) (Male),2018,Albumen silver print from a wet-collodion glass negative,Photograph
Untitled,Shigeru Onishi,(Japanese),(male),2018,Gelatin silver print,Photograph
"Wall House, Auroville, India (Plan)",Anupama Kundoo,(Indian),(Female),2018,Ink on paper,Architecture
"Wall House, Auroville, India (Section)",Anupama Kundoo,(Indian),(Female),2018,Digital print on paper,Architecture
"Wall House, Auroville, India (Section)",Anupama Kundoo,(Indian),(Female),2018,Digital print on paper,Architecture
"Wall House, Auroville, India (Section)",Anupama Kundoo,(Indian),(Female),2018,Digital print on paper,Architecture
"Wall House, Auroville, India (Scale model)",Anupama Kundoo,(Indian),(Female),2018,model,Architecture
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),2018,Gelatin silver print,Photograph
